hnid,school,field_of_study,year
sarahsteinle,Middlebury College,Psychology,2011
sarahsteinle,Middlebury College,Psychology,2012
sarahsteinle,Middlebury College,Psychology,2013
saramarquart,Technical University of Munich,Food Chemistry,2013
saramarquart,Technical University of Munich,Food Chemistry,2014
saramarquart,Technical University of Munich,Food Chemistry,2015
saramarquart,Technical University of Munich,Food Chemistry,2016
saramarquart,Technical University of Munich,Food Chemistry,2017
saramarquart,Technical University of Munich,Food Chemistry,2008
saramarquart,Technical University of Munich,Food Chemistry,2009
saramarquart,Technical University of Munich,Food Chemistry,2010
saramarquart,Technical University of Munich,Food Chemistry,2011
saramarquart,Technical University of Munich,Food Chemistry,2012
saranaseri,Aarhus University,,2012
saranaseri,Aarhus University,,2013
saranaseri,Aarhus University,,2014
saranaseri,Aarhus University,,2015
saranaseri,Aarhus University,,2016
saranaseri,Aarhus University,,2017
saranaseri,Aarhus University,,2018
saranaseri,Egå Gymnasium,"Mathematics, Physics, English",2007
saranaseri,Egå Gymnasium,"Mathematics, Physics, English",2008
saranaseri,Egå Gymnasium,"Mathematics, Physics, English",2009
saranaseri,Egå Gymnasium,"Mathematics, Physics, English",2010
saranaseri,Singularity University,Solve Humanity's Grand Challenges,2012
saranaseri,Blackbox Connect Program,Business Development,2012
saranchari,Princeton University,Electrical Engineering,1995
saranchari,Princeton University,Electrical Engineering,1996
saranchari,Princeton University,Electrical Engineering,1997
saranchari,Princeton University,Electrical Engineering,1998
saranchari,Princeton University,Electrical Engineering,1999
sarang_skill,University of Wisconsin-Madison,Mechanical Engineering,2010
sarang_skill,University of Wisconsin-Madison,Mechanical Engineering,2011
sarang_skill,University of Wisconsin-Madison,Mechanical Engineering,2012
sarang_skill,A.C.C.E.T Karaikudi,Mechanical Engineering,2005
sarang_skill,A.C.C.E.T Karaikudi,Mechanical Engineering,2006
sarang_skill,A.C.C.E.T Karaikudi,Mechanical Engineering,2007
sarang_skill,A.C.C.E.T Karaikudi,Mechanical Engineering,2008
sarang_skill,A.C.C.E.T Karaikudi,Mechanical Engineering,2009
sarangzambare,IIT Bombay,Engineering Physics,2013
sarangzambare,IIT Bombay,Engineering Physics,2014
sarangzambare,IIT Bombay,Engineering Physics,2015
sarangzambare,IIT Bombay,Engineering Physics,2016
sarangzambare,IIT Bombay,Engineering Physics,2017
sarangzambare,IIT Bombay,Engineering Physics,2018
sarangzambare,"University of California, Berkeley",Master Of Engineering,2018
sarangzambare,"University of California, Berkeley",Master Of Engineering,2019
SaratogaEnergy,University of Virginia,Art History,2003
SaratogaEnergy,University of Virginia,Art History,2004
SaratogaEnergy,University of Virginia,Art History,2005
SaratogaEnergy,University of Virginia,Art History,2006
SaratogaEnergy,University of Virginia,Art History,2007
saratravi,"University of California, Berkeley",Computer Science,2010
saratravi,"University of California, Berkeley",Computer Science,2011
saratravi,"University of California, Berkeley",Computer Science,2012
saratravi,"University of California, Berkeley",Computer Science,2013
saratravi,"University of California, Berkeley",Computer Science,2014
saratravi,"University of California, Berkeley",Electrical Engineering And Computer Science,2010
saratravi,"University of California, Berkeley",Electrical Engineering And Computer Science,2011
saratravi,"University of California, Berkeley",Electrical Engineering And Computer Science,2012
saratravi,"University of California, Berkeley",Electrical Engineering And Computer Science,2013
saratravi,Solon High School,,2006
saratravi,Solon High School,,2007
saratravi,Solon High School,,2008
saratravi,Solon High School,,2009
saratravi,Solon High School,,2010
saroop,University of Guelph,Computer Engineering,1998
saroop,University of Guelph,Computer Engineering,1999
saroop,University of Guelph,Computer Engineering,2000
saroop,University of Guelph,Computer Engineering,2001
saroop,University of Guelph,Computer Engineering,2002
saroop,University of Guelph,Computer Engineering,2003
saroop,Y Combinator,,2024
saroop,University of Guelph,,1998
saroop,University of Guelph,,1999
saroop,University of Guelph,,2000
saroop,University of Guelph,,2001
saroop,University of Guelph,,2002
saroop,University of Guelph,,2003
sarora123,IIT Delhi,Bachelors Of Technology,2004
sarora123,IIT Delhi,Bachelors Of Technology,2005
sarora123,IIT Delhi,Bachelors Of Technology,2006
sarora123,IIT Delhi,Bachelors Of Technology,2007
sarora123,IIT Delhi,Bachelors Of Technology,2008
sarora27,The Ohio State University,Economics,2008
sarora27,The Ohio State University,Economics,2009
sarora27,The Ohio State University,Economics,2010
sarora27,The Ohio State University,Economics,2011
sarora27,The Ohio State University,Economics,2012
sarora27,The Ohio State University,Economics,2013
sarthak_agwl,IIT Bombay,Materials Science And Engineering,2011
sarthak_agwl,IIT Bombay,Materials Science And Engineering,2012
sarthak_agwl,IIT Bombay,Materials Science And Engineering,2013
sarthak_agwl,IIT Bombay,Materials Science And Engineering,2014
sarthak_agwl,IIT Bombay,Materials Science And Engineering,2015
sarthak_agwl,IIT Bombay,Materials Science And Engineering,2016
sarthakgoel,Massachusetts Institute of Technology,Mit Global Innovation And Entrepreneurship Bootcamp,2017
sarthakgoel,Massachusetts Institute of Technology,Mit Global Innovation And Entrepreneurship Bootcamp,2018
sarthaks92,"Birla Institute of Technology, Mesra",Mechanical Engineering,2012
sarthaks92,"Birla Institute of Technology, Mesra",Mechanical Engineering,2013
sarthaks92,"Birla Institute of Technology, Mesra",Mechanical Engineering,2014
sarthaks92,"Birla Institute of Technology, Mesra",Mechanical Engineering,2015
sarthaks92,"Birla Institute of Technology, Mesra",Mechanical Engineering,2016
Saru,Y Combinator,,2021
Saru,"King's College London, U. of London",Medicine,2008
Saru,"King's College London, U. of London",Medicine,2009
Saru,"King's College London, U. of London",Medicine,2010
Saru,"King's College London, U. of London",Medicine,2011
Saru,"King's College London, U. of London",Medicine,2012
Saru,"King's College London, U. of London",Medicine,2013
Saru,"King's College London, U. of London",Medicine,2014
Saru,"King's College London, U. of London",Medicine,2015
saschametz,Fachhochschule Ravensburg-Weingarten - Hochschule für Technik und Sozialwesen,,2014
saschametz,Fachhochschule Ravensburg-Weingarten - Hochschule für Technik und Sozialwesen,,2015
saschametz,Fachhochschule Ravensburg-Weingarten - Hochschule für Technik und Sozialwesen,,2016
saschametz,Fachhochschule Ravensburg-Weingarten - Hochschule für Technik und Sozialwesen,,2017
saschametz,Fachhochschule Ravensburg-Weingarten - Hochschule für Technik und Sozialwesen,,2018
saschametz,Fachhochschule Ravensburg-Weingarten - Hochschule für Technik und Sozialwesen,,2019
sasegovs,UT Austin,Cinematography And Film/video Production,2009
sasegovs,UT Austin,Cinematography And Film/video Production,2010
sasegovs,UT Austin,Cinematography And Film/video Production,2011
sasegovs,UT Austin,Cinematography And Film/video Production,2012
sasegovs,UT Austin,Cinematography And Film/video Production,2013
SashaCo,Lycée Pierre de Fermat,"Mathematics, Physics, Engineering Sciences",2015
SashaCo,Lycée Pierre de Fermat,"Mathematics, Physics, Engineering Sciences",2016
SashaCo,Lycée Pierre de Fermat,"Mathematics, Physics, Engineering Sciences",2017
SashaCo,École des Ponts ParisTech,Double Major: Mathematics And Computer Science,2017
SashaCo,École des Ponts ParisTech,Double Major: Mathematics And Computer Science,2018
SashaCo,École des Ponts ParisTech,Double Major: Mathematics And Computer Science,2019
SashaCo,École des Ponts ParisTech,Double Major: Mathematics And Computer Science,2020
SashaCo,École des Ponts ParisTech,Double Major: Mathematics And Computer Science,2021
SashaCo,Harvard University,Computer Science And Healthcare,2020
SashaCo,Ecole normale supérieure,"Mathematics, Computer Vision, Machine Learning",2020
SashaCo,Ecole normale supérieure,"Mathematics, Computer Vision, Machine Learning",2021
sasham,Tel Aviv University,Business Administration,2019
sasham,Tel Aviv University,Business Administration,2020
sasham,Tel Aviv University,Business Administration,2021
sasham,Tel Aviv University,Computer Science,2007
sasham,Tel Aviv University,Computer Science,2008
sasham,Tel Aviv University,Computer Science,2009
satjot,Columbia University,Economics,2004
satjot,Columbia University,Economics,2005
satjot,Columbia University,Economics,2006
satjot,Columbia University,Economics,2007
satjot,Columbia University,Economics,2008
satorii,Xi'an Jiaotong University,"Electrical, Electronics And Communications Engineering",2004
satorii,Xi'an Jiaotong University,"Electrical, Electronics And Communications Engineering",2005
satorii,Xi'an Jiaotong University,"Electrical, Electronics And Communications Engineering",2006
satorii,Xi'an Jiaotong University,"Electrical, Electronics And Communications Engineering",2007
satorii,Xi'an Jiaotong University,"Electrical, Electronics And Communications Engineering",2008
satorii,SUNY,"Electrical, Electronics And Communications Engineering",2008
satorii,SUNY,"Electrical, Electronics And Communications Engineering",2009
satorii,SUNY,"Electrical, Electronics And Communications Engineering",2010
satyascispotcpo,Y Combinator,,2021
saumilpatel,Algonquin College of Applied Arts and Technology,Computer Science,2010
saumilpatel,Algonquin College of Applied Arts and Technology,Computer Science,2011
saumilpatel,Algonquin College of Applied Arts and Technology,Computer Science,2012
saumilpatel,Algonquin College of Applied Arts and Technology,Computer Science,2013
saurabh19,IIT Roorkee,Information Technology,2001
saurabh19,IIT Roorkee,Information Technology,2002
saurabh19,IIT Roorkee,Information Technology,2003
saurabh19,"M.I.E.T, Meerut",Computer,1997
saurabh19,"M.I.E.T, Meerut",Computer,1998
saurabh19,"M.I.E.T, Meerut",Computer,1999
saurabh19,"M.I.E.T, Meerut",Computer,2000
saurabh19,"M.I.E.T, Meerut",Computer,2001
saurabh20n,IIT Kanpur,Computer Science And Engineering,1998
saurabh20n,IIT Kanpur,Computer Science And Engineering,1999
saurabh20n,IIT Kanpur,Computer Science And Engineering,2000
saurabh20n,IIT Kanpur,Computer Science And Engineering,2001
saurabh20n,IIT Kanpur,Computer Science And Engineering,2002
saurabh20n,"University of Maryland, College Park",Computer Science,2003
saurabh20n,"University of Maryland, College Park",Computer Science,2004
saurabh20n,"University of Maryland, College Park",Computer Science,2005
saurabh20n,"University of Maryland, College Park",Computer Science,2006
saurabh20n,"University of Maryland, College Park",Computer Science,2007
saurabh20n,"University of Maryland, College Park",Computer Science,2008
saurabh20n,"University of Maryland, College Park",Computer Science,2009
saurabh20n,"University of Maryland, College Park",Computer Science,2010
saurabh20n,"University of California, Berkeley",Computer Science,2010
saurabh20n,"University of California, Berkeley",Computer Science,2011
saurabh20n,"University of California, Berkeley",Computer Science,2012
saurabh20n,"University of California, Berkeley",Computer Science,2013
saurabh20n,"University of California, Berkeley",Computer Science,2014
Saurabh2104,IIT Kharagpur,Chemistry,2016
Saurabh2104,IIT Kharagpur,Chemistry,2017
Saurabh2104,IIT Kharagpur,Chemistry,2018
Saurabh2104,IIT Kharagpur,Chemistry,2019
Saurabh2104,IIT Kharagpur,Chemistry,2020
Saurabh2104,IIT Kharagpur,Chemistry,2021
saurabhnangia,IIT Guwahati,Computer Science,2004
saurabhnangia,IIT Guwahati,Computer Science,2005
saurabhnangia,IIT Guwahati,Computer Science,2006
saurabhnangia,IIT Guwahati,Computer Science,2007
saurabhnangia,IIT Guwahati,Computer Science,2008
saurabhnangia,UIUC,Computer Science,2008
saurabhnangia,UIUC,Computer Science,2009
saurabhnangia,UIUC,Computer Science,2010
sauravmitra,Imperial College London,,2014
sauravmitra,Imperial College London,,2015
sauravmitra,Imperial College London,,2016
sauravmitra,Imperial College London,,2017
sauravmitra,Imperial College London,,2018
